route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
501-217,1177-bfbb2f29,Surfdale Shops,9,0.29146470606759,0.7
501-217,1158-d676b0f4,Hooks Lane,10,0.5065992495777607,1.1833333333333333
501-217,1219-ce8d8a1c,31 Jellicoe Parade,11,0.28848017922658936,1.1166666666666667
501-217,1200-3cc2ca74,Ocean Road,12,0.36769007301998485,0.9666666666666667
501-217,1198-ee3d7b02,Wellington Road,13,0.4144831879531039,1.7333333333333334
501-217,8982-905af5fc,Waiheke Kindergarten,14,0.5574370371834321,1.1166666666666667
501-217,8984-60a5c7bb,Te Huruhi Primary School,15,0.35955775095792397,1.0666666666666667
501-217,8986-d95d9e6c,Esslin Road,16,0.560807817711063,2.1166666666666667
501-217,1217-44ce2eb7,Kennedy Point Terminal,17,,
94-203,3381-6ba5b057,Stop C Takapuna,1,0.41871548828888,1.1666666666666667
94-203,3630-18b4c142,Barrys Point Road,2,0.5013797357738409,1.9166666666666667
94-203,4448-e18b593b,Des Swann Drive,3,0.5112247773459737,1.65
94-203,4085-bb8679ba,Stop E Akoranga,4,0.44904632627797597,2.1666666666666665
94-203,4320-36286cb3,AUT North Shore Gate 2,5,0.1963074076583901,0.5333333333333333
94-203,3931-9ff77eb6,AUT North Shore Gate 1,6,0.3865871731275301,1.0
94-203,3933-6c317424,Kitewao Street,7,0.3976457188019926,1.0166666666666666
94-203,4231-19b488a1,Akoranga Drive/Onewa Domain,8,0.44831533947239655,1.55
94-203,3935-0278f1bd,Lindisfarne Reserve,9,0.40488325498580446,1.0166666666666666
94-203,3937-0726d5c2,Northcote Intermediate School,10,0.3121711373118688,0.8
94-203,3941-52831690,Stop D Northcote,11,0.18101376563603602,0.5166666666666667
94-203,3943-bba77648,Exmouth Road,12,0.2217949345188398,0.5666666666666667
94-203,3945-d39d8f87,Kororo Street,13,0.3454842907369213,0.8833333333333333
94-203,3947-7706b346,Kawana Street,14,0.27760506126645046,0.8833333333333333
94-203,4074-7874377f,Northcote Primary School,15,0.4380543215090535,1.1333333333333333
94-203,4076-af729862,St Mary's Catholic Church,16,0.23198811274561076,0.6
94-203,4078-48253b25,Onewa Road/Northcote College,17,0.25871144315087125,0.6666666666666666
94-203,4080-a0eeb155,Park Avenue,18,0.3124628580453304,0.8
94-203,4082-99e2cd3a,Aorangi Place,19,0.19764927621098954,0.5166666666666667
94-203,4084-21e50969,Birkenhead Avenue,20,0.13848746629732764,0.6
94-203,3901-2273ccaa,Highbury Shops,21,0.20093389014628993,1.15
94-203,4106-08f45c4d,Birkenhead Square,22,0.37892872046559245,1.3666666666666667
94-203,4110-651b98e2,Willow Avenue,23,0.4987193362916154,1.7333333333333334
94-203,4210-0897c372,Roseberry Avenue,24,0.26722212696760334,0.9333333333333333
94-203,4013-e1e209c3,New World Birkenhead,25,0.17077447995842127,0.6666666666666666
94-203,4130-04adb43d,Balmain Road,26,0.29421460473259425,1.0333333333333334
94-203,4132-c8d174e5,Kauri Road,27,0.2571832527691517,1.1166666666666667
94-203,4134-b2f9e4dd,Verrans Corner,28,,
502-217,1134-3f27d794,Matiatia Terminal,1,0.6630236125566222,1.5
502-217,1143-adc3bbe2,Owhanake Car Park,2,0.6902100277181874,1.5666666666666667
502-217,1151-8c367565,Waiheke Library,3,0.12752695677384177,0.3
502-217,1153-cfdac820,Ocean View Road/Oneroa Village,4,0.29608743022381073,0.6333333333333333
502-217,1155-a7cc8152,Ocean View Road/Tui Street,5,0.22277992930978602,0.5
502-217,1140-ae6737bf,Matai Road,6,0.15607267701013836,0.36666666666666664
502-217,1142-ee01122f,Manuka Road,7,0.17349869283472139,0.48333333333333334
502-217,1144-04c6957e,Blackpool Park,8,0.23600850947667207,0.6333333333333333
502-217,1165-af22fc35,Nikau Road,9,0.21663386006726468,0.48333333333333334
502-217,1167-4b49c69e,15 Moa Avenue,10,0.17734595991409102,0.4166666666666667
502-217,1169-0e0279d7,Moa Avenue/Ocean View Road,11,0.25697654750080684,0.7166666666666667
502-217,1229-22eed645,Little Oneroa Beach,12,0.28684141397103396,0.7833333333333333
502-217,1225-07bd0455,Queens Drive,13,0.4609514119086095,1.0833333333333333
502-217,1231-6779f17b,Hekerua Bay,14,0.29974204553071304,0.7166666666666667
502-217,1190-2073c4e5,Hauraki Road,15,0.34392545422644855,0.8166666666666667
502-217,1192-9bfa2c84,Pope's Corner,16,0.21098757422228143,0.5833333333333334
502-217,1194-b5b2cdd6,18 Karaka Road,17,0.33384548188416846,1.3833333333333333
502-217,1211-53d1b560,Pacific Parade,18,0.31965980058426113,0.8666666666666667
502-217,1188-5fdcacc7,28 Junction Road,19,0.3664450936848468,1.1
502-217,1186-58bba566,Cory Road,20,0.42370416395013744,1.2
502-217,1182-654162f4,Palm Road,21,0.3505439734072161,0.9833333333333333
502-217,1184-29429dcf,Palm Beach Store,22,0.3204519084629466,0.8833333333333333
502-217,1196-7de496f4,Palm Beach,23,0.33584327857221974,1.0166666666666666
502-217,1203-cc05f091,Palm Beach Store,24,0.387357644793562,1.1166666666666667
502-217,1180-278eb411,Hill Road,25,0.3078520971378686,0.9166666666666666
502-217,1178-c2028e75,Wilma Road,26,0.5327920195742893,1.5166666666666666
502-217,1176-081f8cb9,Homai Street,27,0.37398833003592397,1.0166666666666666
502-217,1195-8e46de66,Muritai Road,28,0.24267560844599018,1.4166666666666667
502-217,1542-c77871f1,Stop B Ostend,29,0.4441000971391596,1.0
502-217,1509-9956575d,PlaceMakers Waiheke,30,0.5678589773935786,1.2166666666666666
502-217,1139-6ed6abb0,Erua Road,31,0.570212236968175,1.1666666666666667
502-217,1132-f96a1a12,O'Brien Road,32,0.30323158802954747,0.6333333333333333
502-217,1122-2188dd98,Rangihoua Onetangi Sports Park,33,0.22906846958411226,0.5333333333333333
502-217,1121-095b53b3,2 O'Brien Road,34,0.1988953512249783,0.4166666666666667
502-217,1119-d0097020,Gordons Road,35,0.476999423298608,1.9
502-217,1117-cc4450cf,Te Whau Drive,36,0.26999150875790223,0.55
502-217,1115-c5d42b72,5 O'Brien Road,37,0.3191406137656898,0.65
502-217,1309-c30d2ec2,Valley Road,38,0.41835581697424945,0.9333333333333333
502-217,1113-31a2d64f,McMillan Road,39,,
25L-202,7139-e360d6b5,Lynfield Reserve,1,0.2343973954034762,0.7166666666666667
25L-202,8695-ca2ced32,The Avenue,2,0.29152314262024387,0.55
25L-202,8693-c92bc54c,Commodore Drive,3,0.3933723758312895,0.8833333333333333
25L-202,8691-072762e5,Iberia Place,4,0.3737671773542536,0.7
25L-202,8689-141d1cf1,Himalaya Crescent,5,0.3591858685818164,0.7
25L-202,8687-55bb130e,Manukau Domain,6,0.30958127306816746,0.65
25L-202,8685-fb41f304,Halsey Drive,7,0.3031910668667986,0.6833333333333333
25L-202,8683-81535039,Oriana Avenue,8,0.2700980782075614,0.6666666666666666
25L-202,8681-73ddb00d,Canberra Avenue,9,0.31591571275109137,0.5833333333333334
25L-202,8677-4f6bdddf,James Tyler Crescent,10,0.33187821496860703,0.6833333333333333
25L-202,8679-8d7259d2,Cape Horn Road,11,0.20930469052730644,0.45
25L-202,8451-793d4f7f,Hillsborough Heights Village,12,0.2571654141341739,0.5166666666666667
25L-202,8449-4ef496b0,Glenveagh Drive,13,0.2422793152301039,0.5
25L-202,8447-3370032a,Glass Road,14,0.21121373247451466,0.4
25L-202,8445-6b7c2345,Budgen Street,15,0.4346783316409448,0.85
25L-202,8443-d3fed835,Dominion Road/Richardson Road,16,0.45109422253836834,0.8333333333333334
25L-202,8441-0e2b8acf,Mount Roskill Fire Station,17,0.17929179645709645,0.35
25L-202,8439-96597e19,Youth Street,18,0.27248581754114504,0.5166666666666667
25L-202,8437-017578d1,Puketapapapa,19,0.3730779988947126,0.7166666666666667
25L-202,8435-bd99e259,Denbigh Avenue Roundabout,20,0.25134450978002254,0.4666666666666667
25L-202,8433-045055d5,Memorial Avenue,21,0.31174998982504987,0.5666666666666667
25L-202,8431-050907ba,Mount Roskill Shops,22,0.3226014482248166,1.0833333333333333
25L-202,8429-c521b18d,Louvain Avenue,23,0.4013173022682923,1.3333333333333333
25L-202,8427-debbae1c,Kings Road,24,0.2317116390474326,0.7833333333333333
25L-202,8425-15788731,Landscape Road,25,0.29322152351748904,0.9833333333333333
25L-202,8423-97153dae,Halesowen Avenue,26,0.23408689536933466,0.8
25L-202,8421-69264ac6,Telford Avenue,27,0.2793939455332158,0.95
25L-202,8419-5d02c2ad,Balmoral Shops,28,0.33572683900622063,1.1333333333333333
25L-202,8417-c5f97aa1,Potters Park,29,0.17737550404653873,0.6166666666666667
25L-202,8415-65545ca0,St Albans Church,30,0.21014385760445503,0.7333333333333333
25L-202,8413-51b2fa12,Mount Eden Methodist Church,31,0.38361254928126653,1.2833333333333334
25L-202,8411-27da8c3d,Ballantyne Square,32,0.4136081396087012,1.3666666666666667
25L-202,8407-e5857898,Stop A Valley Road Shops,33,0.40723268965013415,1.5166666666666666
25L-202,8405-eba9adde,View Road/Dominion Road,34,0.2827746644161278,0.95
25L-202,8403-04d67b79,Horoeka Avenue,35,0.28051756067304073,0.9333333333333333
25L-202,8401-9ee0a96b,Ficino School,36,0.36140578190702094,1.4833333333333334
25L-202,8505-5bfeb2fa,Kelly Street,37,0.17572401343276475,0.6333333333333333
25L-202,8503-d4c66d96,Akiraho Street,38,0.3401193761161286,1.2833333333333334
25L-202,8501-bc9f89ab,Powerstation,39,0.3926884319479888,1.4
25L-202,7151-93995941,Symonds Street/Upper Symonds Street,40,0.6135198185194526,2.033333333333333
25L-202,7149-6d6d1e99,Symonds Street/Karangahape Road,41,0.46281171335428095,1.55
25L-202,7147-4e9003b4,Stop E Auckland Universities,42,0.17485564433587406,0.7
25L-202,7089-8ec85023,AUT City Campus,43,0.28832182655702476,1.45
25L-202,7058-d68c50d8,Aotea Square,44,,
917-203,4227-0e16a7e9,Stop C Albany Bus Station,1,0.4544418731391372,1.6333333333333333
917-203,4299-45745e03,Munroe Lane,2,0.3385305033458793,1.3
917-203,4260-547b67da,Westfield Albany,3,0.4359774629784679,1.4833333333333334
917-203,3742-a592e76b,Civic Crescent,4,0.42142934827863543,1.2
917-203,3587-5ce383f6,Northridge Plaza,5,0.4012087661145144,1.1833333333333333
917-203,3586-e968aba6,Albany Mega Centre,6,0.31689504818828806,0.9
917-203,4245-15eb5db8,North Harbour Stadium,7,0.46613804311561957,2.55
917-203,4214-230439df,Massey University,8,0.28470922576539487,1.1333333333333333
917-203,3565-65ac079e,Massey University,9,0.8836018786930325,3.216666666666667
917-203,3578-83369bce,Albany Village,10,0.3644261209018821,1.1333333333333333
917-203,4423-b49487ed,Albany Senior High School,11,0.9469128523527107,2.6666666666666665
917-203,3571-a3bf69ad,Summerfield Lane,12,0.2363017289400295,0.65
917-203,4079-e82aea2a,Bass Road,13,0.1504470095684786,0.43333333333333335
917-203,3577-67284356,Princeton Parade,14,0.2872798412921503,0.7833333333333333
917-203,3579-ee305720,Kristin School,15,0.5574322492465974,1.5
917-203,3581-9c3282e4,Oak Manor Drive,16,0.3552170676773518,0.95
917-203,3583-11752802,Albany Junior High School,17,0.332674828132998,0.9333333333333333
917-203,3585-b096a30e,Albany Highway/Schnapper Rock Road,18,0.3484417722746719,0.9333333333333333
917-203,3629-1b7787ab,Rothwell Avenue,19,0.6848293586543035,1.8166666666666667
917-203,3597-54e5baab,Upper Harbour Highway,20,0.39105691676088156,1.15
917-203,3705-14eed173,Upper Harbour Drive,21,0.21399601225693082,0.5833333333333334
917-203,3699-d565dcce,Westminster Christian School,22,0.9195416748612247,2.5833333333333335
917-203,3707-fe97c727,Sunset Road,23,0.29235675489092655,0.8
917-203,3709-b36b5b3e,Glenfield Road/James Street,24,0.36530043963310227,1.1166666666666667
917-203,3871-11ebdb95,Glenfield Road/Wairau Road,25,0.3764462775010946,1.1
917-203,3873-a27af2f5,Hogans Road,26,0.4493693159983898,1.2333333333333334
917-203,3875-7f281331,461 Glenfield Road,27,0.3850016584596313,1.0166666666666666
917-203,4010-879b57fd,Glenfield Mall,28,0.28391760353856743,0.9
917-203,3883-bc470485,High Road,29,0.4386290335188439,1.2666666666666666
917-203,3885-45741e02,Oruamo Domain,30,0.2591086638741162,0.8833333333333333
917-203,3887-c636421d,Roberts Road,31,0.44047487292411863,1.1666666666666667
917-203,3889-41f01a46,Coronation Road,32,0.35012328073535903,1.15
917-203,3891-c67c84fc,Speedy Crescent,33,0.3672564794174176,1.0666666666666667
917-203,3893-d27746b8,McDowell Crescent,34,0.21971833467583818,0.6333333333333333
917-203,3895-4f849362,Coroglen Avenue,35,0.25763221284410953,0.75
917-203,3897-3dcd3c1c,Pupuke Road,36,0.32866355601802066,0.9166666666666666
917-203,3899-cec95e3b,Waratah Street,37,0.4414330025805614,1.25
917-203,3901-2273ccaa,Highbury Shops,38,0.5479743088322061,2.85
917-203,4263-1d6cc012,Mariposa Crescent,39,0.09315111744684074,0.5
917-203,4265-7dbf90b0,Le Roy Terrace,40,0.2653408223094839,1.3666666666666667
917-203,3977-48168624,Rugby Road,41,0.49165980080232724,2.6333333333333333
917-203,4091-e72a7696,Awanui Street,42,0.45139125976511163,2.65
917-203,3973-8aeb420a,Birkenhead Wharf,43,,
931-203,7145-caabaedd,Waterloo Quadrant,1,0.49371269092273223,2.6333333333333333
931-203,7141-d8af5868,Anzac Avenue/Beach Road,2,0.4287787404179753,2.066666666666667
931-203,7016-875f30cb,Stop A Britomart Queens Arcade,3,0.485658148892303,2.3
931-203,7034-7b36cf5b,Bradnor Lane,4,0.680364407906891,3.0
931-203,7036-f1ffa0be,Fanshawe Street/Victoria Park,5,3.304011514182647,7.25
931-203,4007-a83340d0,Stafford Park,6,0.24395120612908652,0.45
931-203,4009-056e9fbd,Stafford Road/Stafford Road Shops,7,0.3439587385235337,0.65
931-203,4088-48a1f624,Belle Vue Street,8,0.3015024573815609,0.6333333333333333
931-203,4074-7874377f,Northcote Primary School,9,0.4380543215090535,0.7833333333333333
931-203,4076-af729862,St Mary's Catholic Church,10,0.23198811274561076,0.4166666666666667
931-203,4078-48253b25,Onewa Road/Northcote College,11,0.25871144315087125,0.4666666666666667
931-203,4080-a0eeb155,Park Avenue,12,0.3124628580453304,0.5666666666666667
931-203,4082-99e2cd3a,Aorangi Place,13,0.19764927621098954,0.35
931-203,4084-21e50969,Birkenhead Avenue,14,0.13848746629732764,0.43333333333333335
931-203,3901-2273ccaa,Highbury Shops,15,0.20093389014628993,1.0166666666666666
931-203,4106-08f45c4d,Birkenhead Square,16,0.37892872046559245,1.2333333333333334
931-203,4110-651b98e2,Willow Avenue,17,0.16465765607985564,0.6833333333333333
931-203,3985-8c60f695,Calman Place,18,0.39233296605474033,1.3166666666666667
931-203,3987-f4af879f,Blundell Place,19,0.19654953823146024,0.95
931-203,3989-fab96594,Makepiece Place,20,0.24709306923882624,0.7666666666666667
931-203,3991-1231d203,Heaton Grove,21,0.27839579898166306,1.2
931-203,4116-240d6537,44 Chelsea View Drive,22,0.5881979073975313,2.183333333333333
931-203,4118-5190163a,Portsea Place,23,0.3185321625942274,1.0166666666666666
931-203,4120-04daea58,Homewood Place,24,0.347457972157204,1.95
931-203,3999-9ddaa3f4,Bragato Place,25,0.3761424037623926,1.35
931-203,4001-5d2b7426,Chelsea Primary School,26,0.299119651129786,1.1666666666666667
931-203,4451-0c6e1481,Chelsea Kindergarten,27,0.35659478321512217,1.1666666666666667
931-203,4449-26a5d475,Mokoia Road,28,,
RBW-402,5975-c6cc5505,Swanson Station,1,2.504428809374681,5.0
RBW-402,1628-edb185b5,Ranui Station,2,1.7235953402775845,6.0
RBW-402,5881-3b8729a4,Sturges Road,3,1.2697421355996703,5.0
RBW-402,5860-54b01d1a,Stop B Henderson Station,4,1.9860210372663152,6.0
RBW-402,1630-ba3b00c3,Sunnyvale Station,5,2.2634257437079084,7.0
RBW-402,5429-821b0f7e,Glen Eden Station,6,1.403979790858878,7.0
RBW-402,1609-a457c196,Fruitvale Road,7,1.3823325044714403,6.0
RBW-402,5914-233d0cdc,Stop E New Lynn,8,1.8784292342672158,6.0
RBW-402,1534-a48bd69a,Avondale Station,9,2.0628173306671638,4.0
RBW-402,8233-06339fbb,Mount Albert Station,10,0.948901529307484,4.0
RBW-402,8867-158c65b0,Asquith Avenue,11,1.133124124983799,4.0
RBW-402,8217-95b4769f,Morningside Station,12,1.0727821241365838,2.0
RBW-402,8211-8a4f4ede,Kingsland Shops,13,2.3190605299532256,11.0
RBW-402,7176-5f375d10,Khyber Pass Road/Mountain Road,14,0.7781712076977696,4.0
RBW-402,7206-e2c4de75,Stop B Westfield Newmarket,15,0.15196920912802978,2.0
RBW-402,7401-a5e03a87,Stop E Newmarket Station,16,1.8464683162595639,7.0
RBW-402,7187-f06c0550,Parnell Shops,17,1.3695008538393811,7.0
RBW-402,7019-18ba0388,Britomart Commerce Street,18,,
981-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,1,0.17324718793316843,1.2
981-221,4810-431b636a,Alice Avenue,2,0.184819807568483,0.5666666666666667
981-221,4815-cb652b28,St Andrews Presbyterian Church,3,0.3402929168774408,0.75
981-221,4813-4284f866,Doment Crescent,4,0.4539395892815383,1.0
981-221,4811-a4f2ee0d,Weiti Road,5,0.40920289472636673,0.9833333333333333
981-221,4809-4534a012,Orewa Baptist Church,6,0.8272288924033067,2.1
981-221,4783-c6f02559,Hibiscus Coast Highway/Red Beach Road,7,0.2162868378620753,0.5
981-221,4785-4a1e35c9,Pohutukawa Avenue,8,0.7536007774354866,1.7166666666666666
981-221,4787-bcb07c06,Jelas Road,9,2.4480627420463708,6.183333333333334
981-221,4982-1f78709d,Stop B Hibiscus Coast,10,,
RBS-402,2554-a68c9573,Papakura Station,1,3.5194919689845325,9.0
RBS-402,2539-0c4475ef,Maru Road,2,1.7173937717655468,4.0
RBS-402,2427-47981d24,Great South Road/Te Mahia Station,3,1.1400851878897849,4.0
RBS-402,6048-79f366f2,Stop A Manurewa Station,4,2.095245185813866,7.0
RBS-402,6105-a18f1a30,Homai Station,5,3.2020424017131544,7.0
RBS-402,1793-29934674,Stop C Puhinui,6,1.24739274624797,5.0
RBS-402,2381-e4efe052,Stop B Papatoetoe Station,7,2.0947263593662986,5.0
RBS-402,2024-4feecb3f,Middlemore Station and Hospital,8,1.8298758289527712,4.0
RBS-402,1771-118407aa,Stop D Otahuhu Station,9,0.036399571501581046,1.0
RBS-402,1775-79982353,Stop A Otahuhu Station,10,4.404461607960395,11.0
RBS-402,7627-978eb78a,Penrose Station/Great South Road,11,1.5772832465198368,4.0
RBS-402,1536-37828385,Stop C Ellerslie,12,1.4976380141383439,4.0
RBS-402,7613-a5afaf7e,Countdown Greenlane,13,1.1148290553064921,2.0
RBS-402,7605-01c4b26f,Great South Road/Market Road,14,1.4811113740625614,4.0
RBS-402,7401-a5e03a87,Stop E Newmarket Station,15,1.8464683162595639,7.0
RBS-402,7187-f06c0550,Parnell Shops,16,1.4267354948576048,7.0
RBS-402,7017-6e27ec87,Stop B Britomart Queens Arcade,17,,
985-221,4984-7e5d17d4,Stop D Hibiscus Coast,1,0.23910361593179746,0.7
985-221,4835-5c329df9,Silverdale Rugby Club,2,0.9382733438634552,2.6
985-221,4502-ada3e6f9,Silverdale Shops,3,0.3661978144768527,0.95
985-221,4501-e031afd0,Silverdale Centre,4,0.6333049844850565,1.9666666666666666
985-221,4549-0cf4713f,Stella Maris Lane,5,0.45169877956089877,1.45
985-221,4544-b56197ea,Millwater Shops,6,0.37488761906638146,0.95
985-221,4546-5dd42967,Manuel Road,7,0.5392581910356454,1.3666666666666667
985-221,4548-b5a96ccc,Madison Terrace,8,0.3153606874274137,0.8333333333333334
985-221,4550-fb0e6ef3,Prospect Terrace,9,0.6615465168140311,2.1333333333333333
985-221,4556-6090507e,Blake Greens,10,0.6133919391549425,1.7833333333333334
985-221,4887-1244643c,Arran Point Parade,11,0.17548680994440688,0.5
985-221,4579-36218d67,Godfrey Drive,12,0.33194869656131365,1.0166666666666666
985-221,4560-79f94f26,Flavell Drive,13,0.7992963972268113,2.183333333333333
985-221,4562-327755be,Chesterfield Way,14,0.406277085026827,1.45
985-221,3688-e0b388cd,Evelyn Page Retirement Village,15,0.4255263500635736,1.1833333333333333
985-221,4819-9831e6bf,Westhoe Road,16,0.3226964985308008,0.8166666666666667
985-221,4817-4fa4adb5,Centreway Road/Orewa Shops,17,0.1745019310066166,0.48333333333333334
985-221,4815-cb652b28,St Andrews Presbyterian Church,18,0.1851357689492706,0.6333333333333333
985-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,19,,
351-205,6231-190b2aaa,Stop A Botany Town Centre,1,0.37521968547593193,1.1833333333333333
351-205,6294-ccdb6518,Countdown Botany,2,0.3623469277685327,0.8833333333333333
351-205,6296-473fe125,The Hub,3,0.5829813499847765,1.3833333333333333
351-205,6137-efe1e5a5,Burswood Drive,4,0.6112017563476232,1.9166666666666667
351-205,2021-bd5d7cb9,Cryers Road/Harris Road,5,0.5248014311456168,1.3
351-205,2023-cdad6345,Carpenter Road,6,0.4563455661277739,1.2833333333333334
351-205,2025-d0f7bbed,Cryers Road/Neales Road,7,0.3190814041467189,0.7833333333333333
351-205,2349-122ee6b1,Echelon Place,8,0.49872753058193253,1.3833333333333333
351-205,2092-a123ae7d,Maurice Paykel Place,9,0.31285104072669073,0.8833333333333333
351-205,2090-628f6180,The Crossing,10,0.3413059480297719,0.9333333333333333
351-205,2071-8c831e6b,Pukekiwiriki Place,11,0.5063994901508749,1.5666666666666667
351-205,2086-ebd84fbd,El Kobar Drive,12,0.4477042573232644,1.1833333333333333
351-205,2084-5a19fd6e,Sir Woolf Fisher Drive,13,2.349059551931952,7.433333333333334
351-205,6403-505b8632,Wymondley Shops,14,0.40072894795580827,0.9666666666666667
351-205,6401-9b98ec88,Bairds Road,15,0.7999854471128544,1.9833333333333334
351-205,6569-cf5bed8d,Nelson Street,16,0.5356969973268256,1.3833333333333333
351-205,7649-7f88ce37,Alexander Street,17,0.27696662247853676,0.7166666666666667
351-205,6565-880d14bd,Fort Richard Road,18,0.4104995074569805,1.1833333333333333
351-205,1355-72782936,Stop A Otahuhu Town Centre,19,0.2580500809234835,0.65
351-205,7025-f2894a7d,Otahuhu Library,20,0.6922010123257941,2.0
351-205,1771-118407aa,Stop D Otahuhu Station,21,,
112-206,5883-d620d9de,Hobsonville Point Terminal,1,0.4559399741636102,1.5166666666666666
112-206,1551-5c33d3f6,Hudson Bay Road/Buckley Avenue,2,0.38183621286630065,1.1666666666666667
112-206,1531-5dcce673,Isitt Road,3,0.33419002041208834,0.95
112-206,1665-8b2e6296,Hobsonville Point Primary School,4,0.45929675264217085,1.2833333333333334
112-206,1647-bba0c1b4,Hobsonville Point Secondary,5,0.7167435528845297,2.0
112-206,5809-9b1e4154,Hobsonville War Memorial Park,6,0.10201055897700258,0.36666666666666664
112-206,5680-1c86e7ba,Hobsonville Town Centre,7,0.41572170704675887,1.1333333333333333
112-206,5682-f998849d,Williams Road,8,0.2778081586525473,0.7666666666666667
112-206,5684-88edfc8d,86 Wiseley Road,9,0.45979524994804877,1.3
112-206,5686-181276aa,Mako Street,10,0.22811652588380726,0.6333333333333333
112-206,1672-5cf8837d,Clearwater Cove,11,0.24308020529705332,0.8
112-206,5672-7ec89835,Marina View Reserve,12,0.5098850082638287,1.5
112-206,5674-51fb773c,Marina View School,13,0.35460688306443716,1.0
112-206,5651-0f6b4e24,Renoir Street,14,0.2473844784770072,0.6833333333333333
112-206,5653-e7a1b1f7,West Harbour Drive,15,0.2131400329521765,0.5833333333333334
112-206,5655-efb51f36,Graceview Way,16,0.233509655374998,0.6833333333333333
112-206,5657-80a585ed,Matisse Drive,17,0.24881483452458292,0.7
112-206,5659-ed549283,Pahi Park,18,0.22202831246396096,0.8666666666666667
112-206,5647-4b4a0bbc,West Harbour Church,19,0.18343357889632816,0.5333333333333333
112-206,5645-924c634c,Rena Place,20,0.13417151631560403,0.38333333333333336
112-206,5643-bd03bf8b,Elizabeth Drive,21,0.5057838834940669,1.5833333333333333
112-206,5675-5c4da3a9,Manutewhau Walk,22,0.2305598588554708,0.65
112-206,5673-8554b87c,Oreil Avenue/Fitzherbert Avenue,23,0.2201657488578094,0.6333333333333333
112-206,5677-d9fd1c6a,Westgate Pedestrian Bridge,24,0.23164094996075682,0.65
112-206,5671-6c8efd55,St Catherine Crescent,25,0.19450082565326696,0.55
112-206,5667-5e35d67e,Hobsonville Road/Oriel Avenue,26,0.7701670565125389,0.05
112-206,5991-fe74ede0,Tawhia Drive/Rotu Drive,27,0.34268033405792386,1.0333333333333334
112-206,5941-0575e04d,NorthWest Shopping Centre,28,,
148-206,5471-4fa4bf72,Swanson Road/Arney Road,1,0.4917388428174617,1.8166666666666667
148-206,1573-d3ee1bfb,Bahari Drive,2,0.39256829483029076,1.4166666666666667
148-206,1575-fce76d2f,Carwen Place,3,0.30698772097073185,1.1666666666666667
148-206,5780-55aca7e3,12 Universal Drive,4,0.25851463759959775,0.9333333333333333
148-206,5782-a5d103c4,Lincoln Garden Close,5,0.22798855713745791,0.8166666666666667
148-206,5784-4921b85f,Riverpark Reserve,6,0.3462165150719266,1.2833333333333334
148-206,5786-7e9794f9,Riverpark Crescent,7,0.6736079953468697,2.433333333333333
148-206,1612-3bd2c2c8,PAK'nSAVE Lincoln Road,8,0.1529342902086871,0.8833333333333333
148-206,5704-8e215c4d,Lincoln Road/Universal Drive,9,0.3560117111917584,1.3
148-206,5706-c09bdb03,Daytona Reserve,10,0.4541609789181085,1.7666666666666666
148-206,5930-a1619920,Stop G Lincoln Bus Interchange,11,0.19753982112190627,1.1833333333333333
148-206,5905-97f7e250,Stop C Lincoln Bus Interchange,12,,
313-221,6955-d08738e8,Mangere Town Centre,1,0.5170358994166068,1.75
313-221,6626-99ecc68e,Mangere Baptist Church,2,0.6373394800592661,1.9
313-221,2258-ff10dad4,Ashley Avenue,3,0.4469178346296211,1.0
313-221,2302-33474d93,Jacueline Place,4,0.29637137730669044,0.6666666666666666
313-221,6453-277c5f8f,Henwood Road/Massey Road,5,0.2395661846512763,0.5333333333333333
313-221,6455-f79b6850,Winthrop Way,6,0.3263156014038941,0.7333333333333333
313-221,6457-e52dcb84,Haddon Street,7,0.3675840848360355,0.95
313-221,6451-a837b1ac,Haddon Street/Raglan Street,8,0.2839836746272104,0.7333333333333333
313-221,2256-69c8a60f,Cheviot Street,9,0.3420469284866131,0.8
313-221,6446-7f2a1a42,Walden Place,10,0.16604929703563734,0.5
313-221,6448-66acd6b6,Claude Avenue,11,0.22859844075782818,0.6666666666666666
313-221,6980-0ab1c3e9,Claude Avenue/Aorere College,12,0.28452474547764883,0.6666666666666666
313-221,6469-80376d88,Caringbah Drive,13,0.23900804486405847,0.55
313-221,6467-dd2278fc,Hillcrest Road,14,0.2944995921784074,0.6666666666666666
313-221,6465-4406f7d2,Daphne Road,15,0.421158298691631,1.1166666666666667
313-221,2449-837f24ec,Robert White Softball Park,16,0.3193117563672383,0.9166666666666666
313-221,6464-d00866db,P.I.C. Manukau,17,0.493838936619053,1.1
313-221,6477-5d7f32c2,Hill Road,18,0.24283968464304254,0.75
313-221,2381-e4efe052,Stop B Papatoetoe Station,19,0.1292276239077119,0.35
313-221,6482-34cac985,Coronation Road/Shirley Road,20,0.2672032306263179,1.1833333333333333
313-221,6520-bdd68526,Papatoetoe Town Hall,21,0.15265533765569245,0.4666666666666667
313-221,6746-7adae3fb,Papatoetoe Library,22,0.2598858967477699,0.7333333333333333
313-221,6550-8b472669,Wallace Road/Fairview Road,23,0.27194728375621996,0.75
313-221,6552-c267e75c,Grande Vue Road,24,0.3585067621603832,1.0
